TenorLabel,Tenor,0.40,0.70,0.85,0.90,0.95,1.00,1.05,1.10,1.15,1.30,1.60
1w,0.019178082191780823,3.639396806463303,1.7150744978038839,0.9143564703827629,0.6398862300799596,0.48359681382308606,0.41521917306206085,0.39163815334076185,0.4081520083828517,0.4526055325931641,0.624326850519062,1.4304307580130304
2w,0.038356164383561646,2.7369231655124797,1.3002035756597716,0.7042029895853774,0.5144298257210034,0.454265927637268,0.41559052677036123,0.40093252203894025,0.4008577631294187,0.42460266858163576,0.5583540258789063,0.8972285021536562
1m,0.0821917808219178,1.7660910741436076,0.7465342856590529,0.52504724151844,0.4826831729758618,0.4384743131889978,0.41461699524600826,0.40725715966541254,0.4032810163217749,0.4092678363357885,0.4710993730435351,0.6185707987051562
2m,0.1643835616438356,1.2561105354257414,0.6918508181995306,0.5106168037145373,0.4869886606473961,0.45682873246976924,0.4359518490340088,0.43057024830953855,0.4261480206467942,0.42449527480171995,0.44865347569601993,0.5339841451381866
3m,0.2465753424657534,1.1846875377992117,0.6225992311115567,0.5025208423165625,0.4884974996150776,0.4704132254512572,0.4554564726242153,0.452133635914473,0.44620189385396414,0.4437473144222556,0.4499264819390445,0.5039043254036775
6m,0.4931506849315068,0.9529842466689302,0.5842769421493834,0.5155467503513803,0.5039466814079872,0.49812804317073955,0.48559894079752375,0.4816682503423353,0.4758584550298759,0.4727053232488697,0.4700928014181551,0.4836884261417006
1y,1.0,0.7518039182920606,0.5587683584190247,0.5195971837742146,0.5115434634512883,0.5044786626637778,0.5011294978966188,0.49670818160437796,0.49064413651728583,0.48931102851060865,0.48421671987575376,0.4857761905208546
18m,1.5013698630136987,0.7025720061177176,0.5598252882026981,0.5297649872059711,0.5239562888486253,0.5165407456305048,0.5133601072480511,0.5091540799706273,0.5055630653807447,0.5023941571153236,0.4976581537539392,0.4938163917689771
2y,2.0,0.6669926490773673,0.5590037972075541,0.5371367989882849,0.5288410420123157,0.5255413646887062,0.5203110279192185,0.5166729015057601,0.5125317407159908,0.5094483601077574,0.5055813587750101,0.5005444588346042
3y,3.0,0.6317175500488281,0.5603376486206054,0.5377090907287598,0.5322007229614257,0.5297135652160647,0.5265245101928712,0.5219316606140136,0.5189409678649901,0.5161486373901367,0.5098773377990724,0.5042469009399414
4y,4.0,0.6317175500488281,0.5603376486206054,0.5377090907287598,0.5322007229614257,0.5297135652160647,0.5265245101928712,0.5219316606140136,0.5189409678649901,0.5161486373901367,0.5098773377990724,0.5042469009399414
